id,name,description,ingredients,ingredients_raw_str,serving_size,servings,steps,tags,search_terms
502078,Low-Fat Artichoke Dip,"Serve this delicious dip with low carb vegetables like green pepper strips, celery sticks, and cucumber slices.","['light mayonnaise', 'parmesan cheese', 'water', 'garlic salt', 'green peppers', 'celery', 'cucumbers', 'butter flavored cracker']","[""1   cup    light mayonnaise"",""1   cup   grated parmesan cheese"",""1 (14   ounce) can  artichokes packed in water, drained "",""1   dash    garlic salt"",""2   large    green peppers"",""1   bunch    celery"",""2   large    cucumbers"",""  butter flavored cracker""]",1 (135 g),16,"['Mix mayonnaise, Parmesan cheese, artichokes and garlic salt in a food processor.', 'Pour mixture into 8- x 8-inch glass baking dish.  Bake at 350°F until bubbly, about 30 minutes.', 'Serves 16.']","['weeknight', '60-minutes-or-less', 'time-to-make', 'course', 'main-ingredient', 'preparation', 'occasion', 'for-large-groups', 'appetizers', 'vegetables', 'oven', 'easy', 'potluck', 'diabetic', 'dinner-party', 'vegan', 'vegetarian', 'dips', 'spreads', 'food-processor-blender', 'dietary', 'to-go', 'equipment', 'small-appliance', 'number-of-servings', '3-steps-or-less', 'artichoke', 'baking']","{'diabetic', 'vegetarian', 'appetizer', 'low-fat', 'dinner', 'vegan'}"
425706,Jagerschnitzel With Bacon Mushroom Gravy,I'm posting this for ZWT 6 Germany and hope to make it soon! From Guy Fieri.,"['pork loin', 'all-purpose flour', 'salt', 'fresh ground black pepper', 'granulated garlic', 'paprika', 'egg', 'milk', 'mustard', 'unsalted cracker', 'panko breadcrumbs', 'bacon', 'yellow onion', 'button mushrooms', 'red wine', 'olive oil', 'beef stock', 'unsalted butter', 'fresh italian parsley']","[""1 1/2  lbs    pork loin, cut into 6-ounce portions "",""1   cup    all-purpose flour"",""1   tablespoon    salt"",""1   teaspoon    fresh ground black pepper"",""1   teaspoon    granulated garlic"",""1   teaspoon    paprika"",""1       egg"",""1/2  cup    milk"",""2   teaspoons    mustard"",""1   cup   crushed unsalted cracker (Ritz crackers will work too)"",""1   cup    panko breadcrumbs"",""1/2  lb    bacon, diced "",""1/2     diced yellow onion, approximately 1/2 cup "",""2   cups   sliced button mushrooms"",""1/4  cup    red wine"",""  olive oil, for frying "",""2   cups    beef stock"",""2   tablespoons    unsalted butter, room temperature "",""2   tablespoons   chopped fresh Italian parsley""]",1 (352 g),4,"['Preheat oven to 350 degrees F.', 'Pound pork slices between sheets of plastic wrap to 1/4-inch thickness. In a shallow medium bowl, mix together 3/4 cup flour with salt, pepper, garlic and paprika. In another shallow medium bowl, combine egg, milk and mustard. In another medium shallow bowl, combine cracker and panko crumbs. Dredge pork slices first in flour, then in egg wash, and finally in crumbs. Let set on a baking sheet fitted with a cooling rack for 5 minutes.', 'In a medium saute pan over medium heat cook the bacon until crispy. Remove from pan to drain on paper towels. In same pan with bacon fat, add onions and saute for 3 minutes. Add mushrooms and continue sauteing for 2 minutes. Stir in 1/4 cup flour. Cook flour to make roux until light brown, about 2 minutes. Add wine and cook for 3 minutes, reducing by 1/3, then add stock. Continue cooking to reduce by 1/3 again. Season with salt and pepper. Keep warm.', 'Heat 1/4-inch oil in thick saute pan or cast iron skillet to 350 degrees F. Cook pork evenly on both sides, about 5 minutes for the first side, 3 to 4 minutes for the second. Remove to platter when done. Add butter to sauce, stirring until it has melted. To serve, cover pork with sauce. Sprinkle with chopped bacon and fresh parsley to garnish.']","['weeknight', '60-minutes-or-less', 'time-to-make', 'course', 'main-ingredient', 'cuisine', 'preparation', 'occasion', 'main-dish', 'pork', 'german', 'european', 'comfort-food', 'inexpensive', 'meat', 'pork-chops', 'pork-loins', 'taste-mood']","{'dinner', 'german'}"
115716,Grilled Challah Chocolate Sandwich,From the March 2005 issue of Everyday Food.,"['challah', 'eggs', 'milk', 'semisweet chocolate bars', 'butter', 'confectioners%27 sugar']","[""4   slices    challah or 4   slices    Italian bread, cut 3/4-inch thick "",""2   large    eggs"",""2   tablespoons    milk"",""4   ounces   thin semisweet chocolate bars"",""2   tablespoons    butter"",""  confectioners\u0027 sugar (for dusting)""]",1 (175 g),2,"['In a large shallow bowl whisk together the eggs and milk; set aside.', 'Form two sandwiches with the bread and chocolate (break chocolate as necessary to cover bread without extending over edges).', 'Dip both sides of sandwiches into egg mixture.', 'Heat butter in a large skillet over medium heat; transfer the sandwiches to skillet.', 'Cook, pressing occasionally with a spatula, until golden, 1 to 2 minutes per side.', 'Transfer to a paper-towel-lined plate.', 'Cut in half, and dust with confectioners sugar before serving.']","['15-minutes-or-less', 'time-to-make', 'course', 'preparation', 'for-1-or-2', 'desserts', 'lunch', 'sandwiches', 'number-of-servings']","{'dessert', 'sandwich', 'lunch'}"
225634,Lime-Marinated Broiled Salmon,"cooking light :)

prep time includes marinading","['low sodium soy sauce', 'fresh lime juice', 'fresh ginger', 'fresh thyme', 'garlic cloves', 'salmon fillets', 'cooking spray', 'lime wedges']","[""1/3  cup    low sodium soy sauce"",""1/4  cup    fresh lime juice"",""1   teaspoon   minced peeled fresh ginger"",""1/2  teaspoon   chopped fresh thyme"",""2       garlic cloves, chopped "",""4 (6   ounce)   skinless salmon fillets (about 1 inch thick)"",""  cooking spray"",""4       lime wedges""]",1 (215 g),4,"['Place first 5 ingredients in a blender; process until smooth.', 'Pour into a large zip-top plastic bag. Add salmon, and seal and marinate in refrigerator 1 hour, turning bag occasionally.', 'Preheat broiler.', 'Remove salmon from bag, discarding marinade.', 'Place salmon on a broiler pan coated with cooking spray; broil 8 minutes. Turn, and broil an additional 4 minutes or until fish flakes easily when tested with a fork. Serve with lime wedges.']","['time-to-make', 'course', 'main-ingredient', 'preparation', 'healthy', 'very-low-carbs', 'main-dish', 'fruit', 'seafood', 'low-fat', 'salmon', 'fish', 'dietary', 'low-saturated-fat', 'low-calorie', 'high-protein', 'low-carb', 'high-in-something', 'low-in-something', 'citrus', 'lime', 'saltwater-fish', '4-hours-or-less']","{'low-calorie', 'healthy', 'low-carb', 'fish', 'low-fat', 'dinner'}"
44238,Spinach Quiche Tarts,A very tasty appetizer. They freeze well. I got this recipe from a relative.,"['pastry for double-crust pie', 'butter', 'frozen spinach', 'swiss cheese', 'eggs', 'half-and-half cream', 'salt and pepper']","[""1       pastry for double-crust pie"",""2   tablespoons    butter"",""1   box    frozen spinach, thawed and drained well "",""1   cup   shredded swiss cheese"",""3       eggs"",""1   cup    half-and-half cream"",""  salt and pepper""]",1 (32 g),36,"['Line 3 tart tins with pastry.', 'Brush pastry with 2 tbsp.', 'melted butter and refrigerate for 30 minutes before filling.', 'Add 1 teaspoon of drained spinach to each shell.', 'Top each tart with cheese.', 'Beat 3 eggs and 1 cup half and half cream.', 'Add salt and pepper to taste.', 'Spread 1 tablespoon of mixture into tart shells.', 'Bake at 375° for 20 to 25 minutes.']","['60-minutes-or-less', 'time-to-make', 'course', 'main-ingredient', 'preparation', 'occasion', 'for-large-groups', 'appetizers', 'vegetables', 'oven', 'finger-food', 'dietary', 'equipment', 'number-of-servings', 'presentation']",{'appetizer'}
493047,Crispy Roasted New Potatoes,This recipe is from an old Southern Living magazine.  I've made this recipe dozens of times and always get loads of compliments on the dish.  It's simple and delicious.,"['new potatoes', 'olive oil', 'salt', 'pepper', 'italian cheese blend', 'fresh basil', 'garlic cloves', 'green onions']","[""16   small    new potatoes or 2   lbs    new potatoes, quartered "",""1   tablespoon    olive oil"",""1/2  teaspoon    salt"",""1/2  teaspoon    pepper"",""1 1/2  cups   shredded Italian cheese blend"",""1/4  cup   chopped fresh basil"",""2       garlic cloves (pressed)"",""3       green onions, chopped ""]",1 (350 g),8,"['Toss together first 4 ingredients.', 'Arrange potatoes in an alumimum foil lined 15*10 inch jellyroll pan.', 'Bake at 400 for 25 minutes.', 'Stir together cheese and next 3 ingredients; mound evenly onto potatoes, and bake 20 more minutes.']","['weeknight', '60-minutes-or-less', 'time-to-make', 'course', 'cuisine', 'preparation', 'occasion', 'north-american', 'side-dishes', 'american', 'potluck', 'dinner-party', 'to-go']","{'side', 'dinner'}"
355821,Wedding Cake Buttercream Frosting (Double Batch),"A simple yet delicious buttercream that is perfect for decorting wedding cakes. Covers well and works well through decorating tips.  This batch will frost and decorate a 9"" double layer cake with perhaps a bit left for to crumb coat your next cake.","['crisco', 'salt', 'vanilla extract', 'almond extract', 'water', 'meringue powder', 'water', 'powdered sugar', 'dream whip']","[""1 1/2  cups   white Crisco"",""1/2  teaspoon    salt"",""1   teaspoon    vanilla extract"",""1   teaspoon    almond extract"",""1/4  cup    water"",""4   teaspoons    meringue powder"",""4   tablespoons    water"",""2   lbs    powdered sugar"",""  Dream Whip, 1/2 pkg ""]",1 (53 g),15,"['Place all ingredients, EXCEPT SUGAR, into a bowl and whip until creamy.  Add sugar, a little at a time.  Beat on medium speed for 6 minutes. This will be quite firm -- add water and coloring to various bowls of frosting to obtain whatever consistency you need for that particular job. This batch will frost and decorate a double layer 9 inch cake and perhaps leave some over for crumb coating a future cake.']","['15-minutes-or-less', 'time-to-make', 'course', 'preparation', 'occasion', 'for-large-groups', 'desserts', 'easy', 'holiday-event', 'cakes', 'cake-fillings-and-frostings', 'wedding', 'number-of-servings', '3-steps-or-less']","{'cake', 'dessert'}"
328493,Snow White Margarita,A great tropical margarita. From Martha Stewart with a few adaptations.,"['sweetened flaked coconut', 'salt', 'fresh lime juice', 'fresh lime juice', 'cream of coconut', 'tequila', 'tequila', 'triple sec', 'ice']","[""1   cup    sweetened flaked coconut"",""1/2  teaspoon    salt"",""1/2  cup    fresh lime juice, plus "",""2   tablespoons    fresh lime juice (about 5 limes)"",""1/4  cup    cream of coconut"",""1/2  cup    tequila, plus "",""2   tablespoons    tequila"",""1/4  cup    triple sec"",""1   cup    ice""]",1 (278 g),2,"['Preheat oven to 350 degrees. Place coconut and salt on a shallow baking pan and mix. Spread evenly and toast in oven, stirring often, until golden, about 8-10 minutes.Let cool, then crush with your hands until crumbly.', 'Pour 2 Tb lime juice in a shallow dish, place coconut in another. Dip the rims of two cocktail glasses in lime juice, then in coconut, coating well.', 'Combine remaining ingredients in a blender. Puree until smooth. Divide among prepared glasses and serve!']","['15-minutes-or-less', 'time-to-make', 'course', 'cuisine', 'preparation', 'north-american', 'for-1-or-2', 'beverages', 'mexican', 'easy', 'cocktails', 'number-of-servings', '3-steps-or-less']",{'mexican'}
515486,Tuna Tartare,A tasty entree!,"['tuna', 'olive oil', 'wasabi powder', 'cracked black pepper', 'sesame seeds', 'french bread']","[""500   g   sushi grade tuna, finely diced "",""3   tablespoons    olive oil"",""1/4  tablespoon    wasabi powder"",""1/8  teaspoon    cracked black pepper"",""1   tablespoon    sesame seeds"","" sliced French bread""]",1 (102 g),6,"['In a bowl, stir together olive oil, wasabi powder, sesame seeds and cracked black pepper.', 'Toss tuna into mixture until evenly coated.', 'Adjust seasoning as desired with additional wasabi powder or black pepper. Serve on sliced French bread.']","['30-minutes-or-less', 'time-to-make', 'course', 'main-ingredient', 'cuisine', 'preparation', 'appetizers', 'seafood', 'easy', 'european', '3-steps-or-less']","{'appetizer', 'dinner', 'fish'}"
55772,Buttered Spaghetti Squash,My Husband loves Spaghetti Squash. Some times I serve it with Pasta sauce. He likes it with just butter.Enjoy,"['spaghetti squash', 'butter', 'fresh parsley']","[""1       spaghetti squash"",""2   tablespoons    butter"",""1/2  cup   chopped fresh parsley""]",1 (60 g),4,"['Preheat oven to 350 degrees.', 'Halve the squash and scrape out the seeds, arrange in a baking dish, cut sides down, Add 1/2 inch of water to the dish and cover it with foil.', 'Bake the squash 45 minutes or until it is slightly soft when pressed.', 'Scrape the stringy flesh with a fork and put into a bowl. Then toss the squash shreds with the butter, salt and pepper to taste.', 'Stir in parsley if desired.']","['60-minutes-or-less', 'time-to-make', 'course', 'main-ingredient', 'preparation', 'occasion', 'low-protein', '5-ingredients-or-less', 'side-dishes', 'vegetables', 'oven', 'easy', 'potluck', 'diabetic', 'dinner-party', 'vegetarian', 'dietary', 'low-sodium', 'low-calorie', 'low-carb', 'inexpensive', 'low-in-something', 'squash', 'to-go', 'equipment', 'presentation', 'served-hot']","{'diabetic', 'low-calorie', 'low-sodium', 'vegetarian', 'low-carb', 'side', 'dinner'}"
40896,White Bean &amp; Potato Soup,,"['red wine', 'onion', 'garlic', 'white beans', 'potatoes', 'vegetable broth', 'dried dill']","[""2   tablespoons    red wine"",""1/2  cup   finely chopped onion"",""2   cloves    garlic, minced "",""15   ounces   canned white beans, rinsed \u0026amp,drained "",""16   ounces   canned potatoes, rinsed \u0026amp,drained "",""28   ounces    vegetable broth"",""1   tablespoon    dried dill""]",1 (447 g),4,"['Heat the red wine in a saute pan and cook the onion and garlic in red wine until soft.', 'Puree about 1/3 of the beans and 1/3 of the potatoes and 1/3 of the broth in a blender.', 'Gradually add the remaining beans, potatoes and broth while continuing to puree.', 'Pour into a saucepan and add the dill.', 'Simmer for 10 minutes, stirring occasionally.']","['30-minutes-or-less', 'time-to-make', 'course', 'main-ingredient', 'preparation', 'low-protein', 'healthy', 'soups-stews', 'beans', 'potatoes', 'vegetables', 'easy', 'low-fat', 'vegetarian', 'food-processor-blender', 'dietary', 'low-sodium', 'low-cholesterol', 'low-saturated-fat', 'low-calorie', 'low-in-something', 'equipment', 'small-appliance']","{'low-calorie', 'low-sodium', 'vegetarian', 'healthy', 'low-fat', 'soup'}"
393079,Easy No Boil Pasta Bake,"Campbell's used to make a jarred pasta bake sauce that I loved when my kids were little and time was short!  When it was discontinued I discovered that the same recipe could be used with any jarred pasta sauce.  My oldest son, who is away at college, asked me for some easy recipes that he can make with minimal mess and time and this recipe popped into my head... I thought I'd post it since I couldn't find any others like it on Zaar.","['pasta', 'tomato sauce', 'water', 'mozzarella cheese']","[""1 (16   ounce) box   pasta (Rigatoni, Penne, Rotini or Ziti)"",""1 (24   ounce) jar   tomato sauce"",""1      full jar water (24 ounces)"",""2   cups    mozzarella cheese, shredded ""]",1 (227 g),4,"['PREHEAT oven to 425 degrees.', 'COMBINE uncooked pasta, 1 jar of Sauce and 1 jar of water in a 13 x 9 inch baking pan. Cover with aluminum foil.', 'BAKE 30 minutes. Uncover and stir well.', 'TOP with cheese. Bake uncovered for an additional 10 minutes or until cheese melts and pasta is tender.', 'Optional: You can add garlic powder and/or italian seasoning along with the pasta/sauce/water mixture and sprinkle grated parmesan on top of the mozzarella for great flavor and easier browning.', ""Optional:  You can add small frozen meatballs or browned ground beef (if you don't mind dirtying a pan) along with the pasta/sauce/water mixture for some added protein.""]","['60-minutes-or-less', 'time-to-make', 'course', 'main-ingredient', 'preparation', '5-ingredients-or-less', 'main-dish', 'pasta', 'easy', 'beginner-cook', 'one-dish-meal', 'pasta-rice-and-grains']","{'dinner', 'pasta'}"
224383,Oatmeal Bars,Chewy - not too sweet!,"['brown sugar', 'golden syrup', 'shortening', 'egg', 'vanilla extract', 'self-raising flour', 'quick oatmeal', 'unsweetened coconut', 'rice krispies', 'nuts']","[""1/2  cup    brown sugar, packed "",""2   tablespoons    golden syrup"",""1/2  cup    shortening, room temperature "",""1       egg, room temperature "",""1   teaspoon    vanilla extract"",""1   cup    self-raising flour"",""1 1/2  cups    quick oatmeal, not instant "",""1/2  cup   medium shredded unsweetened coconut"",""1/2  cup    Rice Krispies"",""1/2  cup    other dried fruit or 1/2  cup    chocolate chips""]",1 (31 g),24,"['Preheat oven to 350°F.', 'Line the bottom and up the sides of a sprayed 9"" x 13"" baking sheet or pan with parchment paper.', 'Cream together brown sugar, golden syrup and shortening.', 'Add egg and vanilla extract and mix well.', 'Sift in flour, then add oatmeal and coconut. Stir well to combine.', 'Lastly, gently fold in rice krispies and chocolate chips or other additions.', 'Press dough gently (so as not to crush the rice krispies!) into the pan.', 'Bake 20 to 25 minutes until light golden brown. Do not overbake.', 'Carefully remove from the pan in one piece and use a pizza cutter to cut into bars or cut while in the pan (may wreck the non stick coating though!).', 'Cool on a wire rack.']","['30-minutes-or-less', 'time-to-make', 'course', 'cuisine', 'preparation', 'occasion', 'north-american', 'for-large-groups', 'desserts', 'lunch', 'snacks', 'canadian', 'holiday-event', 'cookies-and-brownies', 'bar-cookies', 'dietary', 'gifts', 'brunch', 'number-of-servings']","{'dessert', 'lunch', 'snack'}"
73923,Sage Sausage Stuffed Mushrooms - SBD,"Got this out of the local paper, Titled How to have a Low Carb Party !!!!","['mushrooms', 'butter', 'sage sausage', 'green onion', 'pepper', 'garlic', 'fresh parsley', 'cream cheese']","[""40       mushrooms, stems removed "",""1/2  cup    butter, melted "",""10   ounces   bulk sage sausage"",""1   tablespoon   chopped green onion"",""1/4  teaspoon    pepper"",""1   clove    garlic, minced "",""1   tablespoon    fresh parsley"",""8   ounces    cream cheese""]",1 (1075 g),1,"['Place mushrooms in shallow baking dish.', 'Brush with melted butter.', 'Brown sausage, onions and garlic in skillet.', 'Drain.', 'Mix in pepper, parsley and cream cheese.', 'Heat to blend all ingredients and melt cheese.', 'Stuff mushrooms with filling.']","['60-minutes-or-less', 'time-to-make', 'course', 'main-ingredient', 'preparation', 'occasion', 'appetizers', 'vegetables', 'oven', 'dinner-party', 'dietary', 'mushrooms', 'equipment', 'number-of-servings']","{'appetizer', 'dinner'}"
374808,Low Carb Spinach Lasagna,"This is a very easy, inexpensive, Low carb spinach lasagna.","['ground turkey breast', 'cottage cheese', 'mozzarella cheese', 'parmesan cheese', 'eggs', '', 'no-salt-added diced tomatoes', 'frozen spinach', 'basil']","[""1   lb    ground turkey breast"",""1 (32   ounce) container   cottage cheese"",""2 (8   ounce) packages   mozzarella cheese"",""1/2  cup    parmesan cheese"",""2       eggs"",""1 (8   ounce) package   , mushrooms-sliced "",""2 (8   ounce) cans   no-salt-added diced tomatoes"",""1 (8   ounce) package   frozen spinach"","""","" dried- basil, Garlic Powder, Oregano, Red Pepper flakes to taste ""]",1 (228 g),12,"['Preheat oven to 425°.', 'Microwave spinach for 3 minutes and drain well.', 'In pan brown meat and mushrooms and drain, add to the meat the 2 cans of tomatoes (drained) and as much of the desired seasonings to taste.', 'In bowl combine cottage cheese, eggs and Parmesan cheese and 1Tbsp of basil and stir up well.', 'In (large) casserole dish put down ½ of meat mixture on bottom.', 'Then layer ½ of spinach.', 'Then layer ½ of cottage cheese mixture.', 'Then put 1-8oz package of mozzarella.', 'Repeat these 4 steps again.', 'Bake at 425° for approx 30 minutes, drain any excess liquid, bake for another 10 minutes or until top is desired brown.', '* I use whole milk products for lower carbs but if you are doing a low calorie diet use skim products.', 'www.MyDailyDish.com.']","['60-minutes-or-less', 'time-to-make', 'course', 'main-ingredient', 'preparation', 'main-dish', 'eggs-dairy', 'poultry', 'vegetables', 'easy', 'beginner-cook', 'cheese', 'turkey', 'dietary', 'one-dish-meal', 'oamc-freezer-make-ahead', 'inexpensive', 'free-of-something', 'meat', 'turkey-breasts', 'greens', 'spinach', 'number-of-servings']","{'dinner', 'low-carb'}"
149860,Orangen-Schokoplatzchen (Orange-Chocolate Cookies),"This German cookie recipe has become a Christmas tradition in our family, but is yummy year round.  The combination of orange and chocolate is wonderful!","['semi-sweet chocolate baking squares', 'butter', 'sugar', 'egg', 'orange rind', 'flour', 'baking powder', 'icing sugar', 'orange juice']","[""100   g    semi-sweet chocolate baking squares"",""125   g    butter or 125   g    margarine"",""125   g    sugar"",""1       egg"",""1       orange rind, shredded "",""200   g    flour"",""1   teaspoon    baking powder"",""100   g    icing sugar"",""2   teaspoons    orange juice""]",1 (616 g),1,"['Grate chocolate.', 'Cream butter or margarine and sugar.  Add egg and shredded orange peel.', 'Sift flour and baking powder, and add to creamed mixture along with the grated chocolate.', 'You may knead the dough together by hand.', 'Form into a ball, wrap in plastic wrap, and refrigerate 2 hours.', 'Preheat oven to 400 degrees.', 'Roll out dough to 5mm thickness, and cut with cookie cutters of desired shape.', 'Transfer cookies to cookie sheets and bake 8 to 10 minutes.', 'Remove from sheets to a rack to cool.', 'Sift icing sugar. Stir in enough orange juice to make a glaze.', 'Glaze the bottom of each cooled cookie.']","['60-minutes-or-less', 'time-to-make', 'course', 'main-ingredient', 'preparation', 'rolled-cookies', 'desserts', 'cookies-and-brownies', 'chocolate']","{'cookie', 'dessert'}"
335440,Chicken Breast Pesto Gorgonzola Rigatoni,Two person quick recipe for limited ingredients - only one chicken breast. many interchangable ingredients. Great taste.,"['boneless skinless chicken breast', 'garlic cloves', 'chicken broth', 'water', 'rigatoni pasta', 'water', 'olive oil', 'onions', 'red bell peppers', 'sliced mushrooms', 'pesto sauce', 'gorgonzola', 'salt and pepper']","[""1       boneless skinless chicken breast"",""2       garlic cloves, rough chopped "",""1 1/2  cups    chicken broth"",""1   cup    water"",""0.5 (16   ounce) package  of dry rigatoni pasta"",""2   quarts    water"",""1/2  tablespoon    olive oil (or so)"",""3   tablespoons   chopped onions (or more if you like)"",""1/2  cup   diced red bell peppers or 1/2  cup   other vegetables"",""1/2  cup   fresh sliced mushrooms"",""6   tablespoons   prepared pesto sauce"",""3   tablespoons    gorgonzola (or to taste)"",""  salt and pepper""]",1 (1007 g),2,"['Bring the broth and water to a simmer along with the garlic pieces.', 'Heat the oven to 350 degrees.', 'Add the chicken breast to the broth combo and simmer for 15 minutes.', 'Pull the chicken out and let it cool enough to handle. Reserve the broth/water mixture to use later.', 'Heat the water and cook the pasta according to package directions. Drain and place in a 2 quart casserole that has been oiled.', 'Saute the onion, bell peppers till soft and add the mushrooms and cook till they loose their moisture. Add salt and pepper to taste.', 'Spoon the vegetables over the pasta.', 'Pull the chicken into small bits and lay on top of the pasta and veg. Sprinkle the gorgonzola over the chicken mix.', 'Spoon the pesto sauce over the chicken and pasta.', 'Toss to combine.', 'Spoon a few tablespoons of reserved chicken/water broth over all so that there will be a little moisture in the bottom of the dish.', 'Place in the oven covered for 15 - 20 minutes just to warm though and melt the cheese.']","['60-minutes-or-less', 'time-to-make', 'course', 'main-ingredient', 'preparation', 'for-1-or-2', 'main-dish', 'easy', 'pasta-rice-and-grains', 'number-of-servings']","{'dinner', 'pasta', 'chicken'}"
366638,Tuna &amp; Macadamia Patties,"An easy and relatively inexpensive lunch or evening meal I've adapted from one I found in the Coles online Autumn recipes.  Ideal for using up leftover mashed potatoes.  This could also be made with salmon.  Macadamia nuts are going to make these so much tastier than most tuna or salmon patties I've eaten.  You could, of course, also use other nuts.  If you want to serve this with tzatziki, I'd recommend either Recipe #306901 or Recipe #157176.  Both are excellent!","['tuna in water', 'potatoes', 'onion', 'garlic cloves', 'shallot', 'lemon', 'horseradish cream', 'egg', 'dried breadcrumbs', 'macadamia nuts', 'vegetable oil']","[""425   g    tuna in water, drained  (approximately 131/2 ounces)"",""2   large    potatoes, cooked, mashed "",""1       onion, minced "",""2       garlic cloves, minced "",""1      green shallot, chopped "",""1       lemon, finely grated, zest only "",""1   tablespoon    horseradish cream"",""1       egg, lightly beaten "",""1/4  cup    dried breadcrumbs"",""160   g    macadamia nuts, diced  (just over 5 ounces)"",""1/4  cup    vegetable oil""]",1 (415 g),4,"['Place the tuna, mashed potato, onion, garlic, shallot, lemon zest, horseradish cream, egg and breadcrumbs in a large bowl; stir to combine all the ingredients; form the mixture into into 8 patties.', 'Spread the diced macadamias out over a clean, flat surface and roll the patties in the nuts, pressing them down so that they are coated evenly.', 'Place the patties on a tray and chill for 15 minutes.', 'Heat the oil in a non-stick frying pan over a medium heat; cook patties for 2 minutes on each side, or until they are a light golden brown.', 'Serve the patties with tartare sauce, tzatziki or your favourite salsa and salad greens.']","['lactose', '30-minutes-or-less', 'time-to-make', 'course', 'main-ingredient', 'cuisine', 'preparation', 'occasion', 'south-west-pacific', 'main-dish', 'potatoes', 'seafood', 'vegetables', 'australian', 'easy', 'refrigerator', 'beginner-cook', 'potluck', 'kid-friendly', 'picnic', 'fish', 'stove-top', 'dietary', 'low-sodium', 'comfort-food', 'inexpensive', 'tuna', 'free-of-something', 'low-in-something', 'saltwater-fish', 'onions', 'taste-mood', 'savory', 'to-go', 'equipment']","{'low-sodium', 'dinner', 'lactose-free'}"
439197,Perfect Gluten Free Granola for Me,"This may not be everyone's favorite style of granola, but I did a lot of experimenting to get a granola with good texture and flavor - and free of foods that my system can't tolerate: GLUTEN, DAIRY, AND SOY.  I also have found a lot of granola recipes to be too sweet and too expensive to make with all of the honey they call for.  So I have tried to avoide that with my recipe.  Hope you enjoy it as much as I do!","['almonds', 'rolled oats', 'sesame seeds', 'sunflower seeds', 'sea salt', 'sugar', 'water', 'peanut butter', 'margarine', 'vanilla', 'raisins']","[""1/2  cup    almonds, chopped "",""1 1/2  cups    rolled oats, gluten free  (I use Bob\u0027s Red Mill brand)"",""1/8  cup    sesame seeds, raw "",""1/4  cup    sunflower seeds, raw "",""1/4  teaspoon    sea salt"",""1/4  cup    sugar"",""1/8  cup    water"",""2   tablespoons    peanut butter, natural "",""4   tablespoons    margarine, dairy and soy free  (I use soy-free Earth Balance)"",""1   tablespoon    vanilla"",""1/2  cup    raisins""]",1 (124 g),4,"['DO NOT preheat oven!', 'Put almonds, rolled oats, sesame seed, sunflowerseeds, and salt in a mixing bowl.', 'In a small bowl, mix sugar, water, peanut butter, margerine, and vanilla.', 'Add wet ingredients to dry ingredients.', 'Spread on a stoneware cookie sheet, or a cookie sheet lined with parchment paper.', 'Put in a cold oven.', 'Turn oven on at 350* F.', 'Bake 15 minutes (do not double recipe, it will interfer with the baking time and consistancy of the granola).', 'Add raisins.', 'Stir and bake about 5 minute more, watching cafefully so as not to burn.', 'When it is golden brown, remove and cool.', 'Granola may seem too wet and sticky when you remove it from the oven, but it will get crunchy as it cools.', 'Enjoy with a milk substitue and fresh berries!']","['lactose', '30-minutes-or-less', 'time-to-make', 'course', 'main-ingredient', 'preparation', 'occasion', 'granola-and-porridge', 'breakfast', 'snacks', 'easy', 'grains', 'dietary', 'gluten-free', 'comfort-food', 'free-of-something', 'pasta-rice-and-grains', 'taste-mood', 'sweet', 'from-scratch']","{'breakfast', 'gluten-free', 'lactose-free', 'snack'}"
22371,Ham and Pea Casserole,"Economical, easy and delicious. An old favorite long lost in a pile of recipes I've been collecting for 35 years. Add cooked carrots for a complete meal.","['bread', 'onions', 'fresh parsley', 'poultry seasoning', 'salt', 'milk', 'green peas', 'cooked ham', 'butter', 'flour', 'salt', 'prepared mustard', 'parmesan cheese']","[""2 1/2  cups   toasted bread"",""2   tablespoons   chopped onions"",""2   tablespoons   chopped fresh parsley"",""1/4  teaspoon    poultry seasoning"",""1/4  teaspoon    salt"",""2 1/4  cups    milk"",""1 (8   ounce) can   green peas"",""2   cups    cooked ham, diced "",""1/4  cup    butter"",""1/4  cup    flour"",""1/4  teaspoon    salt"",""2   teaspoons    prepared mustard"",""1/4  cup    parmesan cheese, grated ""]",1 (219 g),4,"['Preheat oven to 350 F degrees.', 'Combine bread, onion, parsley, poultry seasoning, salt and 1/2 cup milk.', 'Spoon into a greased 1 1/2 qt shallow baking dish.', 'Drain peas,[b]reserving liquid[/b], and spread over bread mix and add ham.', 'Melt butter in a saucepan, remove from heat and stir in flour, mustard and remaining salt.', 'Mix reserved pea liquid and enough milk to to equal 2 cups.', 'Combine with milk mixture and cook over medium heat (stirring constantly) until sauce come to a boil, reduce heat and simmer 1 minute.', 'Pour sauce over ham, sprinkle with cheese and bake 15 mins until brown and bubbly.']","['ham', '60-minutes-or-less', 'time-to-make', 'course', 'main-ingredient', 'preparation', 'occasion', 'casseroles', 'main-dish', 'eggs-dairy', 'pork', 'vegetables', 'oven', 'easy', 'kid-friendly', 'grains', 'cheese', 'dietary', 'one-dish-meal', 'comfort-food', 'inexpensive', 'meat', 'pasta-rice-and-grains', 'taste-mood', 'equipment']","{'casserole', 'pork', 'dinner'}"
